ps_site_id,exp_id,method,region,subregion,locality,date,time,latitude,longitude,site_name,habitat,exposure,in_mpa,mpa_notes,team_lead,notes
CHL_2013_uvs_001,CHL_2013,uvs,Desventuradas,San Ambrosio,NA,2013-02-10,15:20:00,-26.34813,-79.87831,SA3,kelp_forest,exposed,FALSE,NA,Alan Friedlander,NA
CHL_2013_uvs_008,CHL_2013,uvs,Desventuradas,San Ambrosio,NA,2013-02-15,09:22:00,-26.34953,-79.882,SA4,kelp_forest,exposed,FALSE,NA,Alan Friedlander,NA
CHL_2013_uvs_010,CHL_2013,uvs,Desventuradas,San Ambrosio,NA,2013-02-15,16:10:00,-26.34429,-79.86182,SA1,kelp_forest,exposed,FALSE,NA,Alan Friedlander,NA
CHL_2013_uvs_012,CHL_2013,uvs,Desventuradas,San Ambrosio,NA,2013-02-20,15:30:00,-26.3485,-79.90611,SA9,kelp_forest,exposed,FALSE,NA,Alan Friedlander,NA
CHL_2013_uvs_014,CHL_2013,uvs,Desventuradas,San Ambrosio,NA,2013-02-21,14:20:00,-26.34226,-79.86926,SA18,kelp_forest,exposed,FALSE,NA,Alan Friedlander,NA
CHL_2013_uvs_016,CHL_2013,uvs,Desventuradas,San Ambrosio,NA,2013-02-22,15:40:00,-26.34551,-79.87339,SA2,kelp_forest,exposed,FALSE,NA,Alan Friedlander,NA
CHL_2013_uvs_017,CHL_2013,uvs,Desventuradas,San Ambrosio,NA,2013-02-23,09:30:00,-26.35158,-79.89581,SA7,kelp_forest,exposed,FALSE,NA,Alan Friedlander,NA
CHL_2013_uvs_018,CHL_2013,uvs,Desventuradas,San Ambrosio,NA,2013-02-23,11:30:00,-26.35049,-79.90166,SA8,kelp_forest,exposed,FALSE,NA,Alan Friedlander,NA
CHL_2013_uvs_019,CHL_2013,uvs,Desventuradas,San Ambrosio,NA,2013-02-23,16:35:00,-26.34925,-79.88969,SA6,kelp_forest,exposed,FALSE,NA,Alan Friedlander,NA
CHL_2013_uvs_002,CHL_2013,uvs,Desventuradas,San Ambrosio,NA,2013-02-13,09:10:00,-26.33838,-79.89959,SA12,kelp_forest,sheltered,FALSE,NA,Alan Friedlander,NA
CHL_2013_uvs_003,CHL_2013,uvs,Desventuradas,San Ambrosio,NA,2013-02-13,11:35:00,-26.3388,-79.90264,SA11,kelp_forest,sheltered,FALSE,NA,Alan Friedlander,NA
CHL_2013_uvs_004,CHL_2013,uvs,Desventuradas,San Ambrosio,NA,2013-02-13,15:42:00,-26.33988,-79.87282,SA17,kelp_forest,sheltered,FALSE,NA,Alan Friedlander,NA
CHL_2013_uvs_005,CHL_2013,uvs,Desventuradas,San Ambrosio,NA,2013-02-14,09:10:00,-26.33754,-79.87769,SA16,kelp_forest,sheltered,FALSE,NA,Alan Friedlander,NA
CHL_2013_uvs_006,CHL_2013,uvs,Desventuradas,San Ambrosio,NA,2013-02-14,11:30:00,-26.33611,-79.88457,SA15,kelp_forest,sheltered,FALSE,NA,Alan Friedlander,NA
CHL_2013_uvs_007,CHL_2013,uvs,Desventuradas,San Ambrosio,NA,2013-02-14,15:50:00,-26.33624,-79.88846,SA14,kelp_forest,sheltered,FALSE,NA,Alan Friedlander,NA
CHL_2013_uvs_009,CHL_2013,uvs,Desventuradas,San Ambrosio,NA,2013-02-15,11:45:00,-26.34424,-79.90506,SA10,kelp_forest,sheltered,FALSE,NA,Alan Friedlander,NA
CHL_2013_uvs_011,CHL_2013,uvs,Desventuradas,San Ambrosio,NA,2013-02-20,09:30:00,-26.3373,-79.89379,SA13,kelp_forest,sheltered,FALSE,NA,Alan Friedlander,NA
CHL_2013_uvs_013,CHL_2013,uvs,Desventuradas,San Ambrosio,NA,2013-02-21,09:15:00,-26.34138,-79.90437,SA11a,kelp_forest,sheltered,FALSE,NA,Alan Friedlander,NA
CHL_2013_uvs_015,CHL_2013,uvs,Desventuradas,San Ambrosio,NA,2013-02-22,10:10:00,-26.33709,-79.8804,SA14a,kelp_forest,sheltered,FALSE,NA,Alan Friedlander,NA
RUS_2013_uvs_002,RUS_2013,uvs,Franz Josef Land,Hooker,Takhaya bay,2013-07-31,10:30:00,80.33786,52.76162,Historical Station No. 1,kelp_forest,unknown,FALSE,NA,Alan Friedlander,"Sandy-cobble shallows dropping into a boulder-based kelp forest dominated by Alaria esculenta, Saccharina latissima and Laminaria spp., with sparse understorey algae and patchy ophiuroid-amphipod fauna."
RUS_2013_uvs_008,RUS_2013,uvs,Franz Josef Land,Northbrook,Cape flora,2013-08-05,10:44:00,79.95724,50.04443,Cape Flora,kelp_forest,unknown,FALSE,NA,Alan Friedlander,"Cobbles to 4 m followed by sand patches and a dense Laminaria digitata forest with high recruitment and diverse understorey algae including Delaravea, cryptonemialean reds and rare Leptonematella."
RUS_2013_uvs_009,RUS_2013,uvs,Franz Josef Land,Luigi,Burke bay,2013-08-06,13:00:00,80.875,54.695,Burke Bay,kelp_forest,unknown,FALSE,NA,Alan Friedlander,"An Acrosiphonia carpet in 1-3 m transitions to a cobble-based kelp forest dominated by Alaria shallower and Saccharina deeper, giving way to soft-sediment ophiuroid beds below ~11 m."
RUS_2013_uvs_014,RUS_2013,uvs,Franz Josef Land,Hayes,Hayes,2013-08-12,16:47:00,80.63031,58.0549,Historical Station,kelp_forest,unknown,FALSE,NA,Alan Friedlander,Sandy bottom with scattered rocks where Acrosiphonia covers the shallows and a mixed Alaria-Saccharina kelp bed develops below 5 m over a sparse understorey with occasional Desmarestia and Arctic cod.
RUS_2013_uvs_015,RUS_2013,uvs,Franz Josef Land,Hayes,Hayes,2013-08-13,12:00:00,80.6272,58.06468,Historical Station,kelp_forest,unknown,FALSE,NA,Alan Friedlander,NA
RUS_2013_uvs_016,RUS_2013,uvs,Franz Josef Land,Alger,Mathilda is,2013-08-14,12:00:00,80.36541,55.73885,Mathilda Is,kelp_forest,unknown,FALSE,NA,Alan Friedlander,"Pebbly shallows with Acrosiphonia give way to a diverse kelp forest of Alaria, Saccharina, L. solidungula and L. digitata, punctuated by kelp-free rocky patches and sparse understorey algae and fishes."
RUS_2013_uvs_021,RUS_2013,uvs,Franz Josef Land,Howen,NA,2013-08-20,16:42:00,81.51587,58.3569,NA,kelp_forest,unknown,FALSE,NA,Alan Friedlander,"Shallow rocks with ephemeral algae lead into a very dense Saccharina-Alaria kelp bed from 4-18 m, followed by a deeper assemblage of corallines, Phycodrys and large invertebrates."
RUS_2013_uvs_022,RUS_2013,uvs,Franz Josef Land,Nansen,Nansen,2013-08-23,10:15:00,80.56934,54.29729,Nansen,kelp_forest,unknown,FALSE,NA,Alan Friedlander,NA
RUS_2013_uvs_023,RUS_2013,uvs,Franz Josef Land,Wilton,NA,2013-08-23,16:45:00,80.56934,54.29729,NA,kelp_forest,unknown,FALSE,NA,Alan Friedlander,"Shallow rocks with scattered ephemeral algae progress into a Saccharina-dominated kelp bed to 25 m with Alaria and L. solidungula, then deeper sparse kelps and abundant invertebrates."
RUS_2013_uvs_024,RUS_2013,uvs,Franz Josef Land,Bliss,Bliss,2013-08-24,10:28:00,80.36662,54.55375,Bliss,kelp_forest,unknown,FALSE,NA,Alan Friedlander,"Kelp begins at 2 m with small L. digitata and develops into a 5-20 m forest of Saccharina, Alaria and L. solidungula over invertebrate-rich deeper zones with Hormathia, urchins and brittlestars."
RUS_2013_uvs_025,RUS_2013,uvs,Franz Josef Land,Mcclintock,Mcclintock,2013-08-24,18:07:00,80.09297,55.79691,McClintock,kelp_forest,unknown,FALSE,NA,Alan Friedlander,"Low-slope rocky bottom with a very dense 3-7 m L. digitata bed interspersed with ephemeral algae and an understorey of Delaravea, corallines and bryozoans hosting Liparus."
RUS_2013_uvs_026,RUS_2013,uvs,Franz Josef Land,Northbrook,Cape flora,2013-08-26,10:40:00,79.94508,50.09071,Cape Flora,kelp_forest,unknown,FALSE,NA,Alan Friedlander,NA
RUS_2013_uvs_007,RUS_2013,uvs,Franz Josef Land,Hooker,Takhaya bay,2013-08-04,11:34:00,80.33511,52.85342,Historical Station No. 2,mixed_bottom,unknown,FALSE,NA,Alan Friedlander,"Shallow sandy-silty slope with a narrow Laminaria belt above an ophiuroid- and ascidian-dominated soft-bottom biocoenosis extending to 10-12 m, with algae largely absent below the kelp band."
RUS_2013_uvs_010,RUS_2013,uvs,Franz Josef Land,Stoliczka,Stoliczka,2013-08-08,10:30:00,81.19788,58.31498,Stoliczka,mixed_bottom,unknown,FALSE,NA,Alan Friedlander,"Sandy shallows with pebble patches supporting diverse ephemeral algae and scattered kelps-mainly L. digitata, S. latissima and Alaria-with occasional large Sacchorhiza and abundant recruits."
RUS_2013_uvs_017,RUS_2013,uvs,Franz Josef Land,Kuhn,Kuhn,2013-08-16,11:22:00,81.11126,58.32969,Kuhn,mixed_bottom,unknown,FALSE,NA,Alan Friedlander,"Sandy bottom with scattered cobbles supporting juvenile kelps and ephemeral algae in the shallows, giving way to sparse kelp clumps between 7-15 m and deeper mud hosting red algae and echinoderms."
RUS_2013_uvs_019,RUS_2013,uvs,Franz Josef Land,Komsomolskie,Komsomolskie,2013-08-17,11:33:00,80.64703,58.91755,Komsomolskie,mixed_bottom,unknown,FALSE,NA,Alan Friedlander,"Sandy bottom with abundant shallow pebbles supporting rich ephemeral algae, transitioning to patchy Saccharina-Alaria kelps to 16 m with Bugula and Desmarestia in the understorey."
RUS_2013_uvs_020,RUS_2013,uvs,Franz Josef Land,Rudolf,Cape fligely,2013-08-19,10:24:00,81.85158,59.246,Cape Fligely,mixed_bottom,unknown,FALSE,NA,Alan Friedlander,Boulder-dominated shallows with ephemeral algae to ~8 m grading into mixed boulder-sediment with ~30% kelp cover dominated by Saccharina and sparse reds and invertebrates.
RUS_2013_uvs_027,RUS_2013,uvs,Franz Josef Land,Scott-Ketly,NA,2013-08-27,10:27:00,80.35624,52.43388,NA,mixed_bottom,unknown,FALSE,NA,Alan Friedlander,"Boulder shallows hosting ephemeral and juvenile-kelp assemblages with sparse L. digitata, grading into deeper sand with clumped large Saccharina, Alaria and L. solidungula and bryozoans."
RUS_2013_uvs_001,RUS_2013,uvs,Franz Josef Land,Hooker,Takhaya bay,2013-07-30,10:40:00,80.319,52.836,Rubini Rock,rockwall,unknown,FALSE,NA,Alan Friedlander,NA
RUS_2013_uvs_004,RUS_2013,uvs,Franz Josef Land,Hooker,Takhaya bay,2013-08-01,10:40:00,80.31946,52.82079,Rubini Rock,rockwall,unknown,FALSE,NA,Alan Friedlander,"Steep boulder wall from 2-21 m supporting a deepening kelp forest of Alaria, Saccharina and Laminaria spp., with Hormathia digitata, Desmarestia spp. and sparse red algae increasing below 20 m."
RUS_2013_uvs_005,RUS_2013,uvs,Franz Josef Land,Hooker,Takhaya bay,2013-08-02,17:08:00,80.31902,52.81104,Rubini Rock,rockwall,unknown,FALSE,NA,Alan Friedlander,Steep rocky slope to >30 m with a kelp assemblage essentially identical to the adjacent Rubini Rock wall.
RUS_2013_uvs_006,RUS_2013,uvs,Franz Josef Land,Hooker,Takhaya bay,2013-08-03,11:57:00,80.31367,52.8324,Rubini Rock,rockwall,unknown,FALSE,NA,Alan Friedlander,NA
RUS_2013_uvs_011,RUS_2013,uvs,Franz Josef Land,Brosh,Brosh,2013-08-08,17:10:00,81.10447,58.3502,Brosh,rockwall,unknown,FALSE,NA,Alan Friedlander,"Very steep rocky wall where Alaria dominates the upper kelp zone, replaced by Saccharina and L. solidungula deeper, with rich coralline cover, abundant Hormathia and echinoderms, and declining kelps below ~20 m."
RUS_2013_uvs_012,RUS_2013,uvs,Franz Josef Land,Brosh,Brosh,2013-08-09,11:00:00,81.10463,58.3532,Brosh,rockwall,unknown,FALSE,NA,Alan Friedlander,NA
RUS_2013_uvs_018,RUS_2013,uvs,Franz Josef Land,Brosh,Brosh,2013-08-16,17:06:00,81.10427,58.35246,Brosh,rockwall,unknown,FALSE,NA,Alan Friedlander,NA
RUS_2013_uvs_028,RUS_2013,uvs,Franz Josef Land,Alexandra,NA,2013-08-28,15:40:00,80.70964,47.52581,NA,rockwall,unknown,FALSE,NA,Alan Friedlander,"Steep boulder wall scoured by ice, nearly devoid of macroalgae and dominated by dense urchins, Hormathia, Urticina, barnacles and Hiatella, with Gersemia common deeper."
RUS_2013_uvs_003,RUS_2013,uvs,Franz Josef Land,Hooker,Takhaya bay,2013-07-31,17:00:00,80.31799,52.85237,Historical Station No. 3,soft_bottom,unknown,FALSE,NA,Alan Friedlander,"Sandy-muddy bottom with scattered cobbles holding patchy kelp stands of L. solidungula, S. latissima and L. digitata, above a classic shallow ophiuroid-amphipod assemblage."
RUS_2013_uvs_013,RUS_2013,uvs,Franz Josef Land,Weiner-Naustadt,Weiner-naustadt,2013-08-10,10:30:00,80.85326,58.95816,Weiner-Naustadt,soft_bottom,unknown,FALSE,NA,Alan Friedlander,"Uniform sandy-muddy bottom lacking macrophytes in the shallows, with isolated deep patches of large Saccharina latissima hosting Liparus."
MOZ_2014_uvs_001,MOZ_2014,uvs,Inhambane Province,Tofo,Tofo,2014-04-03,10:45:00,-23.91319,35.53523,Chamber_secrets,rocky_reef,unknown,FALSE,NA,Alan Friedlander,"Linear fossil sandstone reef, nearshore, low viz"
MOZ_2014_uvs_002,MOZ_2014,uvs,Inhambane Province,Tofo,Tofo,2014-04-03,14:00:00,-23.81191,35.54203,Mikes_cupboard,rocky_reef,unknown,FALSE,NA,Alan Friedlander,NA
MOZ_2014_uvs_003,MOZ_2014,uvs,Inhambane Province,Tofo,Tofo,2014-04-04,11:00:00,-23.70684,35.56906,Office,rocky_reef,unknown,FALSE,NA,Alan Friedlander,"Offshore mound, current, low viz, no benthic data"
MOZ_2014_uvs_004,MOZ_2014,uvs,Inhambane Province,Tofo,Tofo,2014-04-04,14:00:00,-23.71263,35.56705,Reggies,rocky_reef,unknown,FALSE,NA,Alan Friedlander,NA
MOZ_2014_uvs_005,MOZ_2014,uvs,Inhambane Province,Inhambe delta,Inhambe delta,2014-04-06,10:30:00,-23.75542,35.43806,Inhambe river mouth 1,seagrass,unknown,FALSE,NA,Alan Friedlander,Seagrass qualitative
MOZ_2014_uvs_006,MOZ_2014,uvs,Inhambane Province,Inhambe delta,Inhambe delta,2014-04-06,14:45:00,-23.77361,35.44682,Inhambe river mouth 2,seagrass,unknown,FALSE,NA,Alan Friedlander,Seagrass qualitative
MOZ_2014_uvs_007,MOZ_2014,uvs,Inhambane Province,Zavora,Zavora,2014-04-08,10:20:00,-24.56215,35.28957,Yogis,bank,unknown,FALSE,NA,Alan Friedlander,"Deep reef, 10km offshore"
MOZ_2014_uvs_008,MOZ_2014,uvs,Inhambane Province,Zavora,Zavora,2014-04-08,12:30:00,-24.47512,35.24511,Great_wall_south,rocky_reef,unknown,FALSE,NA,Alan Friedlander,offshore reef low visibility
MOZ_2014_uvs_009,MOZ_2014,uvs,Inhambane Province,Zavora,Zavora,2014-04-09,10:20:00,-24.4777,35.35451,Tentacao,kelp_forest,unknown,FALSE,NA,Alan Friedlander,"Deep reef, 12 km up the coast, kelp bed"
MOZ_2014_uvs_010,MOZ_2014,uvs,Inhambane Province,Zavora,Zavora,2014-04-09,12:00:00,-24.45078,35.26761,Great_wall_north,rocky_reef,unknown,FALSE,NA,Alan Friedlander,"Lots of surge, poor viz, large groupers"
MOZ_2014_uvs_011,MOZ_2014,uvs,Inhambane Province,Paindane,Paindane,2014-04-10,11:00:00,-24.09789,35.50832,Paindane,reef_pavement,unknown,FALSE,NA,Alan Friedlander,"Reef close to shore, giant swell, crazy boat launch"
MOZ_2014_uvs_012,MOZ_2014,uvs,Inhambane Province,Inhambe delta,Inhambe delta,2014-04-11,11:00:00,-23.75542,35.43806,Inhambe river mouth 1,seagrass,unknown,FALSE,NA,Alan Friedlander,Seagrass quantitive
MOZ_2014_uvs_013,MOZ_2014,uvs,Inhambane Province,Masinga,Masinga,2014-04-14,08:30:00,-23.37879,35.60508,Masinga1,rocky_reef,unknown,FALSE,NA,Alan Friedlander,"Deep reef, viz 15m"
MOZ_2014_uvs_014,MOZ_2014,uvs,Inhambane Province,Masinga,Masinga,2014-04-14,11:30:00,-23.39329,35.60396,Masinga2,pinnacle_reef,unknown,FALSE,NA,Alan Friedlander,"Deep reef, viz 15m, 79C at surface-73at depth"
MOZ_2014_uvs_015,MOZ_2014,uvs,Inhambane Province,Pomene,Pomene,2014-04-15,09:30:00,-23.20505,35.61763,Sylvia1,rocky_reef,unknown,FALSE,NA,Alan Friedlander,Very deep reef
MOZ_2014_uvs_016,MOZ_2014,uvs,Inhambane Province,Pomene,Pomene,2014-04-15,14:00:00,-23.19167,35.5342,Sylvia2,rocky_reef,unknown,FALSE,NA,Alan Friedlander,Shallow nearshore reef
MOZ_2014_uvs_017,MOZ_2014,uvs,Inhambane Province,Pomene,Pomene,2014-04-16,07:00:00,-23.94482,35.608,Rappies,rocky_reef,unknown,FALSE,NA,Alan Friedlander,"Nearshore, low viz, high diversity"
MOZ_2014_uvs_018,MOZ_2014,uvs,Inhambane Province,Pomene,Pomene,2014-04-16,10:30:00,-22.79248,35.5792,Trojan,fore_reef,unknown,FALSE,NA,Alan Friedlander,Southern end of long offshore reef
MOZ_2014_uvs_019,MOZ_2014,uvs,Inhambane Province,Pomene,Pomene,2014-04-16,13:30:00,-22.77511,35.60679,Zambia_pinnacle,pinnacle_reef,unknown,FALSE,NA,Alan Friedlander,deep pinnacle
MOZ_2014_uvs_020,MOZ_2014,uvs,Inhambane Province,Pomene,Pomene,2014-04-17,10:30:00,-22.79209,35.58014,Trojan2,fore_reef,unknown,FALSE,NA,Alan Friedlander,Same site
MOZ_2014_uvs_021,MOZ_2014,uvs,Inhambane Province,Mahangate,Mahangate,2014-04-18,08:00:00,-22.52118,35.56439,Africa_bank,bank,unknown,FALSE,NA,Alan Friedlander,"Nice offshore reef, sharks"
MOZ_2014_uvs_022,MOZ_2014,uvs,Inhambane Province,San sebastian,San sebastian,2014-04-18,12:20:00,-22.29431,35.56642,Bump,pinnacle_reef,unknown,FALSE,NA,Alan Friedlander,"Pinnacle, manta, shark, lots of planktivores"
MOZ_2014_uvs_023,MOZ_2014,uvs,Inhambane Province,San sebastian,San sebastian,2014-04-18,15:30:00,-22.25698,35.53758,Lighthouse,rocky_reef,unknown,FALSE,NA,Alan Friedlander,"Nearshore reef, very fishy"
MOZ_2014_uvs_024,MOZ_2014,uvs,Inhambane Province,Magaruque,Magaruque,2014-04-19,11:45:00,-22.0451,35.528,Baluba,rocky_reef,unknown,FALSE,NA,Alan Friedlander,"Shallow, low viz, surge"
MOZ_2014_uvs_025,MOZ_2014,uvs,Inhambane Province,Magaruque,Magaruque,2014-04-19,15:45:00,-22.01562,35.55315,Best,rocky_reef,unknown,FALSE,NA,Alan Friedlander,"Very deep reef, strong current, pelagics, 1000+ Caranx sexfasciatus"
MOZ_2014_uvs_026,MOZ_2014,uvs,Inhambane Province,Bazaruto,Bazaruto,2014-04-20,09:10:00,-21.80775,35.50539,2milereef,fore_reef,unknown,FALSE,NA,Alan Friedlander,"spure and groove, low relief, few predators"
MOZ_2014_uvs_027,MOZ_2014,uvs,Inhambane Province,Bazaruto,Bazaruto,2014-04-20,12:00:00,-21.72648,35.50181,5milereef,fore_reef,unknown,FALSE,NA,Alan Friedlander,outside of emergent reef nearshore with large sand dunes landward
MOZ_2014_uvs_028,MOZ_2014,uvs,Inhambane Province,Bazaruto,Bazaruto,2014-04-20,15:00:00,-21.63813,35.50063,Sailfishbay,fringing_reef,unknown,FALSE,NA,Alan Friedlander,"high sediment, large sand dunes"
MOZ_2014_uvs_029,MOZ_2014,uvs,Inhambane Province,Bazaruto,Bazaruto,2014-04-21,10:20:00,-21.35818,35.50062,25milereef,bank,unknown,FALSE,NA,Alan Friedlander,"Long offshore reef, high relief"
MOZ_2014_uvs_030,MOZ_2014,uvs,Inhambane Province,Bazaruto,Bazaruto,2014-04-21,12:45:00,-21.3772,35.50225,Queenies,patch_reef,unknown,FALSE,NA,Alan Friedlander,"Small patch in middle of large sandy area, lots of planktivores"
MOZ_2014_uvs_031,MOZ_2014,uvs,Inhambane Province,Bazaruto,Bazaruto,2014-04-21,15:30:00,-21.51352,35.48972,Lighthouse,fringing_reef,unknown,FALSE,NA,Alan Friedlander,Linear reef at northern tip of Bazaruto Island
MOZ_2014_uvs_032,MOZ_2014,uvs,Inhambane Province,Bazaruto,Bazaruto,2014-04-22,09:30:00,-21.60182,35.5001,North_sailfishbay,fringing_reef,unknown,FALSE,NA,Alan Friedlander,"Fringing reef, low relief, low cover"
MOZ_2014_uvs_033,MOZ_2014,uvs,Inhambane Province,Bazaruto,Bazaruto,2014-04-22,11:00:00,-21.52737,35.49739,Lighthouse2,fringing_reef,unknown,FALSE,NA,Alan Friedlander,"Fringing reef, low relief, low cover"
ARG_2018a_uvs_001,ARG_2018a,uvs,Tierra del Fuego,Isla de los Estados,Isla Alexander,2018-02-13,10:00:00,-54.846,-64.39,NA,kelp_forest,sheltered,FALSE,NA,Alan Friedlander,"N side of islet, towards cal. Brent"
ARG_2018a_uvs_002,ARG_2018a,uvs,Tierra del Fuego,Isla de los Estados,Merle Cove,2018-02-13,15:30:00,-54.792,-64.08,NA,kelp_forest,sheltered,FALSE,NA,Alan Friedlander,Protected cove inside pto. Vancouver
ARG_2018a_uvs_003,ARG_2018a,uvs,Tierra del Fuego,Isla de los Estados,Puerto Cook,2018-02-14,10:00:00,-54.74263,-63.99825,NA,kelp_forest,exposed,FALSE,NA,Alan Friedlander,Mouth of cook bay at pto. Bollo
ARG_2018a_uvs_004,ARG_2018a,uvs,Tierra del Fuego,Isla de los Estados,Puerto Lasserre,2018-02-14,15:30:00,-54.73656,-63.86156,NA,kelp_forest,sheltered,FALSE,NA,Alan Friedlander,Sheltered cove by landing point for lighthouse
ARG_2018a_uvs_005,ARG_2018a,uvs,Tierra del Fuego,Isla de los Estados,Puerto Back,2018-02-15,09:30:00,-54.78655,-63.88042,NA,kelp_forest,sheltered,FALSE,NA,Alan Friedlander,"Backbay, sheltered"
ARG_2018a_uvs_006,ARG_2018a,uvs,Tierra del Fuego,Isla de los Estados,Caletta Correa,2018-02-15,15:00:00,-54.79306,-63.91311,NA,kelp_forest,sheltered,FALSE,NA,Alan Friedlander,Non-dayton site
ARG_2018a_uvs_007,ARG_2018a,uvs,Tierra del Fuego,Isla de los Estados,Pta. Conway,2018-02-16,09:20:00,-54.73532,-64.22746,NA,kelp_forest,exposed,FALSE,NA,Alan Friedlander,"Pavement, sandy, with surge"
ARG_2018a_uvs_008,ARG_2018a,uvs,Tierra del Fuego,Isla de los Estados,Puerto Cook Inside,2018-02-16,16:20:00,-54.76057,-64.0286,NA,kelp_forest,sheltered,FALSE,NA,Alan Friedlander,"Inside bay, slope to sand at 50 ft"
ARG_2018a_uvs_009,ARG_2018a,uvs,Tierra del Fuego,Isla de los Estados,Puerto Cook Middle islet,2018-02-17,09:00:00,-54.75269,-64.02621,NA,kelp_forest,sheltered,FALSE,NA,Alan Friedlander,Inside islet
ARG_2018a_uvs_010,ARG_2018a,uvs,Tierra del Fuego,Isla de los Estados,Ite. Colnett,2018-02-18,09:00:00,-54.70732,-64.33367,NA,kelp_forest,exposed,FALSE,NA,Alan Friedlander,East side of cape
ARG_2018a_uvs_011,ARG_2018a,uvs,Tierra del Fuego,Isla de los Estados,Ite. Colnett,2018-02-18,15:45:00,-54.70979,-64.34583,NA,kelp_forest,exposed,FALSE,NA,Alan Friedlander,Westside of cape
ARG_2018a_uvs_012,ARG_2018a,uvs,Tierra del Fuego,Peninsula Mitre,Bahia Tethis,2018-02-19,10:00:00,-54.6253,-65.22694,NA,kelp_forest,exposed,FALSE,NA,Alan Friedlander,Extensive kelpbed offshore from cape san vincente
ARG_2018a_uvs_013,ARG_2018a,uvs,Tierra del Fuego,Peninsula Mitre,Bahia Tethis,2018-02-19,15:00:00,-54.62208,-65.22205,NA,kelp_forest,exposed,FALSE,NA,Alan Friedlander,"Extreme current 5+ knots, kelp flat on bottom, aborted 2nd transect, too dangerous"
ARG_2018a_uvs_014,ARG_2018a,uvs,Tierra del Fuego,Isla de los Estados,Bahia San Antonio,2018-02-20,08:50:00,-54.73991,-64.51731,NA,kelp_forest,exposed,FALSE,NA,Alan Friedlander,"Thick bed, semi-exposed, swell, se of cape, looked for jenn's lost fin"
ARG_2018a_uvs_015,ARG_2018a,uvs,Tierra del Fuego,Isla de los Estados,Bahia Crossley,2018-02-20,16:10:00,-54.7928,-64.6847,NA,kelp_forest,exposed,FALSE,NA,Alan Friedlander,"West exposure, swell, semi-protected, thick kelp bed, no understory algae"
ARG_2018a_uvs_016,ARG_2018a,uvs,Tierra del Fuego,Isla de los Estados,Bahia York,2018-02-22,15:00:00,-54.79604,-64.26859,NA,kelp_forest,sheltered,FALSE,NA,Alan Friedlander,"Sheltered inside bay, kelp w lessonia understory"
ARG_2018a_uvs_017,ARG_2018a,uvs,Tierra del Fuego,Peninsula Mitre,Bahia Valentin,2018-02-23,10:30:00,-54.90915,-65.49481,NA,kelp_forest,sheltered,FALSE,NA,Alan Friedlander,"Sheltered inside large bay, shallow w lots of individual kelp plants with sandy bottom interspersed"
ARG_2018a_uvs_018,ARG_2018a,uvs,Tierra del Fuego,Isla de los Estados,Bahia York,2018-02-24,09:40:00,-54.78656,-64.24171,NA,kelp_forest,sheltered,FALSE,NA,Alan Friedlander,Very protected backbay area
TRI_2017_uvs_001,TRI_2017,uvs,Tristan da Cunha,Tristan,NA,2017-01-16,NA,-37.06098,-12.30006,NA,kelp_forest,unknown,FALSE,NA,Jenn Caselle,NA
TRI_2017_uvs_002,TRI_2017,uvs,Tristan da Cunha,Tristan,NA,2017-01-17,NA,-37.07031,-12.24409,NA,kelp_forest,unknown,FALSE,NA,Jenn Caselle,NA
TRI_2017_uvs_003,TRI_2017,uvs,Tristan da Cunha,Tristan,NA,2017-01-17,NA,-37.11408,-12.21182,NA,kelp_forest,unknown,FALSE,NA,Jenn Caselle,NA
TRI_2017_uvs_004,TRI_2017,uvs,Tristan da Cunha,Tristan,NA,2017-01-18,NA,-37.09443,-12.34537,NA,kelp_forest,unknown,FALSE,NA,Jenn Caselle,NA
TRI_2017_uvs_005,TRI_2017,uvs,Tristan da Cunha,Tristan,NA,2017-01-18,NA,-37.07833,-12.33173,NA,kelp_forest,unknown,FALSE,NA,Jenn Caselle,NA
TRI_2017_uvs_006,TRI_2017,uvs,Tristan da Cunha,Tristan,NA,2017-01-18,NA,-37.06255,-12.31973,NA,kelp_forest,unknown,FALSE,NA,Jenn Caselle,NA
TRI_2017_uvs_007,TRI_2017,uvs,Tristan da Cunha,Nightingale,NA,2017-01-19,NA,-37.41524,-12.47443,NA,kelp_forest,unknown,FALSE,NA,Jenn Caselle,NA
TRI_2017_uvs_008,TRI_2017,uvs,Tristan da Cunha,Nightingale,NA,2017-01-19,NA,-37.41054,-12.47674,NA,kelp_forest,unknown,FALSE,NA,Jenn Caselle,NA
TRI_2017_uvs_009,TRI_2017,uvs,Tristan da Cunha,Gough,NA,2017-01-20,NA,-40.35841,-9.88118,NA,kelp_forest,unknown,FALSE,NA,Jenn Caselle,NA
TRI_2017_uvs_010,TRI_2017,uvs,Tristan da Cunha,Gough,NA,2017-01-20,NA,-40.34383,-9.87643,NA,kelp_forest,unknown,FALSE,NA,Jenn Caselle,NA
TRI_2017_uvs_011,TRI_2017,uvs,Tristan da Cunha,Gough,NA,2017-01-21,NA,-40.27567,-9.9283,NA,kelp_forest,unknown,FALSE,NA,Jenn Caselle,NA
TRI_2017_uvs_012,TRI_2017,uvs,Tristan da Cunha,Gough,NA,2017-01-21,NA,-40.32334,-9.89622,NA,kelp_forest,unknown,FALSE,NA,Jenn Caselle,NA
