ps_site_id,exp_id,method,region,subregion,locality,date,time,latitude,longitude,site_name,habitat,exposure,in_mpa,mpa_notes,team_lead,notes
MDV_2023_uvs_047,MDV_2023,uvs,Addu,Addu,Hithadhoo north,2023-03-15,10:45:00,-0.595,73.07616,NA,fore_reef,unknown,FALSE,NA,Alan Friedlander,NA
MDV_2023_uvs_048,MDV_2023,uvs,Addu,Addu,Hithadhoo south,2023-03-15,14:40:00,-0.61504,73.08481,NA,fore_reef,unknown,FALSE,NA,Alan Friedlander,NA
MDV_2023_uvs_049,MDV_2023,uvs,Huvadhu,Huvadhu,Vodamulla,2023-03-16,08:15:00,0.61205,73.48415,NA,fore_reef,unknown,FALSE,NA,Alan Friedlander,NA
MDV_2023_uvs_050,MDV_2023,uvs,Huvadhu,Huvadhu,Mahahdhoo,2023-03-16,10:30:00,0.59337,73.51102,NA,fore_reef,unknown,FALSE,NA,Alan Friedlander,NA
MDV_2023_uvs_051,MDV_2023,uvs,Huvadhu,Huvadhu,Baavanadhoo,2023-03-16,15:10:00,0.50486,73.55329,NA,fore_reef,unknown,FALSE,NA,Alan Friedlander,NA
MDV_2023_uvs_052,MDV_2023,uvs,Huvadhu,Huvadhu,Maanagalaa,2023-03-17,08:15:00,0.88789,73.33152,NA,fringing_reef,lagoon,FALSE,NA,Alan Friedlander,NA
MDV_2023_uvs_053,MDV_2023,uvs,Huvadhu,Huvadhu,Dhigufaru,2023-03-17,11:10:00,0.91146,73.31219,NA,fore_reef,unknown,FALSE,NA,Alan Friedlander,NA
PNG_2024_uvs_001,PNG_2024,uvs,Murat,Mussau,Lolieng,2024-07-28,11:50:00,-1.45108,149.54375,NA,fore_reef,leeward,FALSE,NA,Alan Friedlander,NA
PNG_2024_uvs_002,PNG_2024,uvs,Murat,Mussau,Lolieng,2024-07-28,15:25:00,-1.45828,149.5487,NA,fore_reef,leeward,FALSE,NA,Alan Friedlander,NA
PNG_2024_uvs_003,PNG_2024,uvs,Murat,Mussau,Tasitel,2024-07-29,10:50:00,-1.40639,149.69259,NA,fore_reef,windward,FALSE,NA,Alan Friedlander,NA
PNG_2024_uvs_004,PNG_2024,uvs,Murat,Mussau,Tasitel,2024-07-29,14:10:00,-1.45353,149.71401,NA,fore_reef,windward,FALSE,NA,Alan Friedlander,NA
PNG_2024_uvs_005,PNG_2024,uvs,Murat,Mussau,Taitoana,2024-07-30,08:45:00,-1.55648,149.69136,NA,fore_reef,windward,FALSE,NA,Alan Friedlander,NA
PNG_2024_uvs_006,PNG_2024,uvs,Murat,Mussau,Eavolo,2024-07-30,11:15:00,-1.56078,149.65454,NA,fore_reef,leeward,FALSE,NA,Alan Friedlander,NA
PNG_2024_uvs_007,PNG_2024,uvs,Murat,Mussau,Emusau,2024-07-30,15:30:00,-1.55845,149.66392,NA,fore_reef,leeward,FALSE,NA,Alan Friedlander,NA
PNG_2024_uvs_008,PNG_2024,uvs,Murat,Mussau,Emananus,2024-07-31,09:00:00,-1.56209,149.56106,NA,fore_reef,leeward,FALSE,NA,Alan Friedlander,NA
PNG_2024_uvs_009,PNG_2024,uvs,Murat,Mussau,Emananus,2024-07-31,11:30:00,-1.57541,149.56628,NA,fore_reef,leeward,FALSE,NA,Alan Friedlander,NA
PNG_2024_uvs_010,PNG_2024,uvs,Murat,Mussau,Emananus,2024-07-31,15:30:00,-1.55652,149.5656,NA,fore_reef,leeward,FALSE,NA,Alan Friedlander,NA
PNG_2024_uvs_011,PNG_2024,uvs,Murat,Mussau,Lolieng,2024-08-01,08:30:00,-1.41957,149.50478,NA,fore_reef,leeward,TRUE,Seasonal closure. Grouper spawning ground,Alan Friedlander,NA
PNG_2024_uvs_012,PNG_2024,uvs,Murat,Mussau,Eloaua,2024-08-02,08:45:00,-1.58573,149.66441,NA,fore_reef,leeward,FALSE,NA,Alan Friedlander,NA
PNG_2024_uvs_013,PNG_2024,uvs,Murat,Mussau,Eloaua,2024-08-02,12:00:00,-1.56754,149.65422,NA,fore_reef,leeward,FALSE,NA,Alan Friedlander,NA
PNG_2024_uvs_014,PNG_2024,uvs,Murat,Emirau,Anusau,2024-08-04,09:00:00,-1.67557,149.89626,NA,fore_reef,leeward,TRUE,Tambu for 5 years now,Alan Friedlander,NA
PNG_2024_uvs_015,PNG_2024,uvs,Murat,Emirau,Anusau,2024-08-04,11:20:00,-1.68766,149.90292,NA,fore_reef,leeward,TRUE,Tambu for 5 years now,Alan Friedlander,NA
PNG_2024_uvs_016,PNG_2024,uvs,Murat,Emirau,Tamate,2024-08-04,15:30:00,-1.6536,149.93117,NA,fore_reef,leeward,FALSE,NA,Alan Friedlander,NA
PNG_2024_uvs_017,PNG_2024,uvs,Murat,Emirau,Emirau Patch,2024-08-05,08:45:00,-1.6553,150.02753,NA,fore_reef,windward,FALSE,NA,Alan Friedlander,NA
PNG_2024_uvs_018,PNG_2024,uvs,Murat,Emirau,Tasagina,2024-08-05,11:15:00,-1.67759,150.0311,NA,fore_reef,windward,FALSE,NA,Alan Friedlander,NA
PNG_2024_uvs_019,PNG_2024,uvs,Murat,Emirau,Teulu,2024-08-05,15:00:00,-1.68565,150.01578,NA,fore_reef,windward,FALSE,NA,Alan Friedlander,NA
PNG_2024_uvs_020,PNG_2024,uvs,Murat,Tench,Tench,2024-08-06,08:30:00,-1.65265,150.67687,NA,fore_reef,windward,FALSE,NA,Alan Friedlander,NA
PNG_2024_uvs_021,PNG_2024,uvs,Murat,Tench,Tench,2024-08-06,11:00:00,-1.64324,150.67015,NA,fore_reef,windward,FALSE,NA,Alan Friedlander,NA
PNG_2024_uvs_022,PNG_2024,uvs,Murat,Tench,Tench,2024-08-06,15:00:00,-1.65125,150.66981,NA,fore_reef,leeward,FALSE,NA,Alan Friedlander,NA
PNG_2024_uvs_023,PNG_2024,uvs,Lovongai,Tingwon,Tingwon,2024-08-08,11:00:00,-2.62298,149.6368,NA,fore_reef,leeward,TRUE,Tambu,Alan Friedlander,NA
PNG_2024_uvs_024,PNG_2024,uvs,Lovongai,Tingwon,Tingwon,2024-08-08,13:50:00,-2.62893,149.61843,NA,fore_reef,leeward,TRUE,Tambu,Alan Friedlander,NA
PNG_2024_uvs_025,PNG_2024,uvs,Lovongai,Tingwon,Tingwon,2024-08-09,09:30:00,-2.63959,149.66772,NA,fore_reef,windward,FALSE,NA,Alan Friedlander,NA
PNG_2024_uvs_026,PNG_2024,uvs,Lovongai,Tingwon,Tingwon,2024-08-09,12:20:00,-2.64558,149.66143,NA,back_reef,lagoon,FALSE,NA,Alan Friedlander,NA
PNG_2024_uvs_027,PNG_2024,uvs,Lovongai,Tingwon,Tingwon,2024-08-09,16:00:00,-2.61077,149.71588,NA,fore_reef,windward,FALSE,NA,Alan Friedlander,NA
PNG_2024_uvs_028,PNG_2024,uvs,Lovongai,Dunung,Dunung,2024-08-10,08:30:00,-2.35995,150.11061,NA,fore_reef,leeward,FALSE,NA,Alan Friedlander,NA
PNG_2024_uvs_029,PNG_2024,uvs,Lovongai,Dunung,Dunung,2024-08-10,11:10:00,-2.36364,150.13071,NA,fore_reef,leeward,FALSE,NA,Alan Friedlander,NA
PNG_2024_uvs_030,PNG_2024,uvs,Lovongai,Dunung,Dunung,2024-08-10,15:40:00,-2.37217,150.11784,NA,fore_reef,leeward,FALSE,NA,Alan Friedlander,NA
PNG_2024_uvs_031,PNG_2024,uvs,Lovongai,Neitab,Neitab,2024-08-11,09:04:00,-2.3429,150.15852,NA,fore_reef,leeward,FALSE,NA,Alan Friedlander,NA
PNG_2024_uvs_032,PNG_2024,uvs,Lovongai,Neitab,Neitab,2024-08-11,11:22:00,-2.34318,150.13746,NA,fore_reef,leeward,FALSE,NA,Alan Friedlander,NA
PNG_2024_uvs_033,PNG_2024,uvs,Lovongai,Kung,Kung,2024-08-11,15:00:00,-2.3775,150.0887,NA,fore_reef,leeward,FALSE,NA,Alan Friedlander,NA
PNG_2024_uvs_034,PNG_2024,uvs,Lovongai,Au,Au,2024-08-12,09:30:00,-2.488,149.94259,NA,fore_reef,leeward,FALSE,NA,Andrew McInnis,NA
PNG_2024_uvs_035,PNG_2024,uvs,Lovongai,Au,Au,2024-08-12,12:13:00,-2.47862,149.93921,NA,fore_reef,leeward,FALSE,NA,Andrew McInnis,NA
PNG_2024_uvs_036,PNG_2024,uvs,Lovongai,Tsoilik,Tsoilik,2024-08-13,13:00:00,-2.40239,150.41971,NA,fore_reef,windward,FALSE,NA,Andrew McInnis,NA
PNG_2024_uvs_037,PNG_2024,uvs,Lovongai,Tsoilik,Tsoilik,2024-08-13,15:22:00,-2.40862,150.42718,NA,fore_reef,windward,TRUE,Tambu since 2020,Andrew McInnis,NA
PNG_2024_uvs_038,PNG_2024,uvs,Lovongai,Nemto,Nemto,2024-08-14,10:00:00,-2.35048,150.34318,NA,fore_reef,windward,FALSE,NA,Andrew McInnis,NA
PNG_2024_uvs_039,PNG_2024,uvs,Lovongai,Nemto,Nemto,2024-08-14,12:45:00,-2.36336,150.36482,NA,fore_reef,windward,FALSE,NA,Andrew McInnis,NA
PNG_2024_uvs_040,PNG_2024,uvs,Lovongai,Tsoilik,Tsoilik,2024-08-14,16:43:00,-2.39586,150.40683,NA,fore_reef,windward,FALSE,NA,Andrew McInnis,NA
PNG_2024_uvs_041,PNG_2024,uvs,Lovongai,Enelava,Enelava,2024-08-15,08:51:00,-2.56516,150.47988,NA,back_reef,lagoon,FALSE,NA,Andrew McInnis,NA
PNG_2024_uvs_042,PNG_2024,uvs,Lovongai,Enelava,Enelava,2024-08-15,11:43:00,-2.55716,150.4882,NA,back_reef,lagoon,FALSE,NA,Andrew McInnis,NA
PNG_2024_uvs_043,PNG_2024,uvs,Manus,Bipi,Bipi Island,2024-09-12,14:24:00,-2.10786,146.41145,NA,fore_reef,leeward,FALSE,NA,Jennifer Casselle,NA
PNG_2024_uvs_044,PNG_2024,uvs,Manus,Bipi,Six Islands Reef (Sokhi),2024-09-13,09:15:00,-2.14389,146.24547,NA,fore_reef,leeward,FALSE,NA,Jennifer Casselle,NA
PNG_2024_uvs_045,PNG_2024,uvs,Manus,Bipi,Six Islands Reef (Swuawekh),2024-09-13,12:10:00,-2.13833,146.21578,NA,fore_reef,leeward,FALSE,NA,Jennifer Casselle,NA
PNG_2024_uvs_046,PNG_2024,uvs,Manus,Bipi,Six Islands Reef (Mok),2024-09-13,16:00:00,-2.15042,146.17536,NA,fore_reef,leeward,FALSE,NA,Jennifer Casselle,NA
PNG_2024_uvs_047,PNG_2024,uvs,Manus,Bipi,Six Islands Reef (Nyatau),2024-09-14,09:15:00,-2.19846,146.19519,NA,fore_reef,leeward,FALSE,NA,Jennifer Casselle,NA
PNG_2024_uvs_048,PNG_2024,uvs,Manus,Bipi,Six Islands Reef (Paindreh),2024-09-14,12:10:00,-2.21383,146.25557,NA,fore_reef,leeward,FALSE,NA,Jennifer Casselle,NA
PNG_2024_uvs_049,PNG_2024,uvs,Manus,Bipi,Six Islands Reef (Sach),2024-09-14,16:20:00,-2.24375,146.29042,NA,patch_reef,leeward,FALSE,NA,Jennifer Casselle,"2006 tnc site called ""parinte-14"""
PNG_2024_uvs_050,PNG_2024,uvs,Manus,Manus,Point Stone (Albuli),2024-09-15,10:52:00,-2.24802,146.53895,NA,fore_reef,leeward,FALSE,NA,Jennifer Casselle,NA
PNG_2024_uvs_051,PNG_2024,uvs,Manus,Manus,Point Stone (Surebou),2024-09-15,13:40:00,-2.25561,146.5517,NA,fore_reef,leeward,FALSE,NA,Jennifer Casselle,NA
PNG_2024_uvs_052,PNG_2024,uvs,Manus,Harengan,Mbuem,2024-09-17,08:50:00,-1.91115,146.61773,NA,channel_pass,leeward,FALSE,NA,Jennifer Casselle,NA
PNG_2024_uvs_053,PNG_2024,uvs,Manus,Harengan,Ape,2024-09-17,11:30:00,-1.9015,146.605,NA,fore_reef,leeward,FALSE,NA,Jennifer Casselle,NA
PNG_2024_uvs_054,PNG_2024,uvs,Manus,Harengan,Pinyang,2024-09-17,15:23:00,-1.89752,146.57975,NA,fore_reef,leeward,FALSE,NA,Jennifer Casselle,NA
PNG_2024_uvs_055,PNG_2024,uvs,Manus,Harengan,Three Islands (Baluwak),2024-09-18,08:50:00,-1.94423,146.49151,NA,fore_reef,leeward,FALSE,NA,Jennifer Casselle,NA
PNG_2024_uvs_056,PNG_2024,uvs,Manus,Harengan,Three Islands (Papepus),2024-09-18,11:17:00,-1.96308,146.4743,NA,fore_reef,leeward,FALSE,NA,Jennifer Casselle,"2006 tnc site called ""mosely"""
PNG_2024_uvs_057,PNG_2024,uvs,Manus,Harengan,Three Islands (New Island),2024-09-18,14:20:00,-1.98634,146.47531,NA,fore_reef,leeward,FALSE,NA,Jennifer Casselle,NA
PNG_2024_uvs_058,PNG_2024,uvs,Manus,Harengan,Ameng Lmma,2024-09-19,08:35:00,-1.92899,146.60255,NA,patch_reef,leeward,TRUE,Lmma,Jennifer Casselle,NA
PNG_2024_uvs_059,PNG_2024,uvs,Manus,Harengan,Harengan Lmma Nw,2024-09-19,11:18:00,-1.9523,146.57762,NA,fore_reef,leeward,TRUE,Lmma,Jennifer Casselle,NA
PNG_2024_uvs_060,PNG_2024,uvs,Manus,Harengan,Harengan Lmma Sw,2024-09-19,15:20:00,-1.9592,146.5744,NA,fore_reef,leeward,TRUE,Lmma,Jennifer Casselle,NA
PNG_2024_uvs_061,PNG_2024,uvs,Western Islands,Luf,Ben's Reef,2024-09-20,11:45:00,-1.47076,145.04429,NA,back_reef,leeward,FALSE,NA,Jennifer Casselle,NA
PNG_2024_uvs_062,PNG_2024,uvs,Western Islands,Luf,Sw Of Channel,2024-09-20,15:09:00,-1.47621,145.04067,NA,fore_reef,leeward,FALSE,NA,Jennifer Casselle,NA
PNG_2024_uvs_063,PNG_2024,uvs,Western Islands,Luf,Nw Of Channel,2024-09-21,09:00:00,-1.45054,145.05543,NA,fore_reef,leeward,FALSE,NA,Jennifer Casselle,NA
PNG_2024_uvs_064,PNG_2024,uvs,Western Islands,Luf,Far Nw Of Channel,2024-09-21,11:00:00,-1.44118,145.07443,NA,fore_reef,leeward,FALSE,NA,Jennifer Casselle,NA
PNG_2024_uvs_065,PNG_2024,uvs,Western Islands,Luf,Far Sw Of Channel,2024-09-21,14:36:00,-1.48082,145.01019,NA,fore_reef,leeward,FALSE,NA,Jennifer Casselle,NA
PNG_2024_uvs_066,PNG_2024,uvs,Western Islands,Luf,Pianau,2024-09-22,08:39:00,-1.58932,144.98075,NA,fore_reef,leeward,FALSE,NA,Jennifer Casselle,NA
PNG_2024_uvs_067,PNG_2024,uvs,Western Islands,Luf,Pianau,2024-09-22,12:05:00,-1.56042,144.96144,NA,fore_reef,leeward,FALSE,NA,Jennifer Casselle,NA
PNG_2024_uvs_068,PNG_2024,uvs,Western Islands,Luf,Pianau,2024-09-22,15:02:00,-1.52604,144.9966,NA,back_reef,lagoon,FALSE,NA,Jennifer Casselle,NA
PNG_2024_uvs_069,PNG_2024,uvs,Western Islands,Ninigo,Sama Atoll (Pt. Ship),2024-09-24,09:00:00,-1.38324,144.06533,NA,fore_reef,leeward,FALSE,NA,Jennifer Casselle,NA
PNG_2024_uvs_070,PNG_2024,uvs,Western Islands,Ninigo,Sama Atoll (Pataku),2024-09-24,11:57:00,-1.3918,144.09038,NA,fore_reef,windward,FALSE,NA,Jennifer Casselle,NA
PNG_2024_uvs_071,PNG_2024,uvs,Western Islands,Ninigo,Sama Atoll (Pehekamel),2024-09-24,14:24:00,-1.41372,144.08364,NA,fore_reef,windward,FALSE,NA,Jennifer Casselle,NA
PNG_2024_uvs_072,PNG_2024,uvs,Western Islands,Ninigo,Lau Forereef,2024-09-25,08:24:00,-1.3595,144.16872,NA,fore_reef,leeward,FALSE,NA,Jennifer Casselle,NA
PNG_2024_uvs_073,PNG_2024,uvs,Western Islands,Ninigo,Ahu Forereef,2024-09-25,11:00:00,-1.31883,144.14252,NA,fore_reef,leeward,FALSE,NA,Jennifer Casselle,NA
PNG_2024_uvs_074,PNG_2024,uvs,Western Islands,Ninigo,Ahu Lagoon,2024-09-25,14:26:00,-1.32468,144.16644,NA,back_reef,lagoon,FALSE,NA,Jennifer Casselle,NA
PNG_2024_uvs_075,PNG_2024,uvs,Western Islands,Ninigo,Mal Nw Forereef,2024-09-26,10:20:00,-1.40754,144.17405,NA,fore_reef,leeward,FALSE,NA,Jennifer Casselle,NA
PNG_2024_uvs_076,PNG_2024,uvs,Western Islands,Ninigo,Puhipit,2024-09-26,13:20:00,-1.41398,144.20312,NA,fore_reef,leeward,FALSE,NA,Jennifer Casselle,NA
PNG_2024_uvs_077,PNG_2024,uvs,Western Islands,Ninigo,North Menan,2024-09-27,08:30:00,-1.21209,144.26774,NA,fore_reef,leeward,FALSE,NA,Jennifer Casselle,NA
PNG_2024_uvs_078,PNG_2024,uvs,Western Islands,Ninigo,North Xau,2024-09-27,11:17:00,-1.21557,144.21984,NA,fore_reef,leeward,FALSE,NA,Jennifer Casselle,NA
PNG_2024_uvs_079,PNG_2024,uvs,Western Islands,Ninigo,South Xau,2024-09-27,13:45:00,-1.22678,144.2247,NA,fore_reef,leeward,FALSE,NA,Jennifer Casselle,NA
PNG_2024_uvs_080,PNG_2024,uvs,Western Islands,Ninigo,Tumisawin,2024-09-28,09:27:00,-1.20632,144.25212,NA,fore_reef,leeward,FALSE,NA,Jennifer Casselle,NA
PNG_2024_uvs_081,PNG_2024,uvs,Western Islands,Ninigo,Nahanu,2024-09-28,11:55:00,-1.14611,144.32,NA,fore_reef,leeward,FALSE,NA,Jennifer Casselle,NA
PNG_2024_uvs_082,PNG_2024,uvs,Western Islands,Ninigo,Matahau,2024-09-28,14:30:00,-1.1484,144.35066,NA,fore_reef,leeward,FALSE,NA,Jennifer Casselle,NA
PNG_2024_uvs_083,PNG_2024,uvs,Western Islands,Aua,Aua Village,2024-09-30,08:50:00,-1.47,143.04423,NA,fore_reef,leeward,FALSE,NA,Jennifer Casselle,NA
PNG_2024_uvs_084,PNG_2024,uvs,Western Islands,Aua,Peleva,2024-09-30,11:25:00,-1.46537,143.08166,NA,fore_reef,windward,FALSE,NA,Jennifer Casselle,NA
PNG_2024_uvs_085,PNG_2024,uvs,Western Islands,Aua,Sidina,2024-09-30,13:55:00,-1.45111,143.05264,NA,fore_reef,windward,FALSE,NA,Jennifer Casselle,NA
PNG_2024_uvs_086,PNG_2024,uvs,Western Islands,Wuvulu,Lewohe,2024-10-01,09:26:00,-1.72311,142.84353,NA,fore_reef,windward,FALSE,NA,Jennifer Casselle,NA
PNG_2024_uvs_087,PNG_2024,uvs,Western Islands,Wuvulu,Fanahu,2024-10-01,12:28:00,-1.72108,142.87623,NA,fore_reef,windward,FALSE,NA,Jennifer Casselle,NA
PNG_2024_uvs_088,PNG_2024,uvs,Western Islands,Wuvulu,A'arrdifa,2024-10-01,15:30:00,-1.72887,142.82142,NA,fore_reef,leeward,FALSE,NA,Jennifer Casselle,NA
PNG_2024_uvs_089,PNG_2024,uvs,Western Islands,Wuvulu,Sunrise 1,2024-10-02,09:58:00,-1.75012,142.8634,NA,fore_reef,leeward,FALSE,NA,Jennifer Casselle,NA
PNG_2024_uvs_090,PNG_2024,uvs,Western Islands,Wuvulu,Sunrise 2,2024-10-02,12:38:00,-1.76095,142.8268,NA,fore_reef,leeward,FALSE,NA,Jennifer Casselle,NA
SLB_2024_uvs_001,SLB_2024,uvs,Marau,Towara'o,NA,2024-10-18,15:00:00,-9.87476,160.85936,NA,fore_reef,windward,FALSE,NA,Molly Timmers,NA
SLB_2024_uvs_002,SLB_2024,uvs,Marau,Towara'o,NA,2024-10-19,08:45:00,-9.87582,160.88697,NA,fore_reef,windward,FALSE,NA,Molly Timmers,NA
SLB_2024_uvs_003,SLB_2024,uvs,Marau,Towara'o,NA,2024-10-19,15:00:00,-9.83768,160.90344,TNCBIO44,fore_reef,leeward,FALSE,NA,Molly Timmers,NA
SLB_2024_uvs_004,SLB_2024,uvs,Marau,Marapa,NA,2024-10-20,08:30:00,-9.81687,160.88965,TNCRES42 - Honoa,fore_reef,leeward,FALSE,NA,Molly Timmers,NA
SLB_2024_uvs_005,SLB_2024,uvs,Marau,Marapa,NA,2024-10-20,10:50:00,-9.81096,160.86086,TNCRES43 - Wainipareo,fore_reef,leeward,FALSE,NA,Molly Timmers,NA
SLB_2024_uvs_006,SLB_2024,uvs,Marau,Marapa,NA,2024-10-20,15:00:00,-9.7791,160.85177,NA,fore_reef,leeward,FALSE,NA,Molly Timmers,NA
SLB_2024_uvs_007,SLB_2024,uvs,Three Sisters,Malaupaina,NA,2024-10-22,08:30:00,-10.27068,161.97051,TNCRES49 - Malapauina 2,fore_reef,leeward,FALSE,NA,Molly Timmers,NA
SLB_2024_uvs_008,SLB_2024,uvs,Three Sisters,Malaupaina,NA,2024-10-22,15:00:00,-10.23212,161.95201,TNCRES48 - Malapauina 1,fore_reef,leeward,FALSE,NA,Molly Timmers,NA
SLB_2024_uvs_009,SLB_2024,uvs,Three Sisters,Malaulalo,NA,2024-10-23,09:00:00,-10.20119,161.94162,NA,fore_reef,leeward,FALSE,NA,Molly Timmers,NA
SLB_2024_uvs_010,SLB_2024,uvs,Three Sisters,Malaulalo,NA,2024-10-23,11:30:00,-10.18644,161.93276,NA,fore_reef,leeward,FALSE,NA,Molly Timmers,NA
SLB_2024_uvs_011,SLB_2024,uvs,Three Sisters,Malaulalo,NA,2024-10-23,15:30:00,-10.18829,161.93748,NA,fore_reef,leeward,FALSE,NA,Molly Timmers,NA
SLB_2024_uvs_012,SLB_2024,uvs,Three Sisters,Aliite,NA,2024-10-24,09:10:00,-10.12583,161.93174,NA,fore_reef,windward,FALSE,NA,Molly Timmers,NA
SLB_2024_uvs_013,SLB_2024,uvs,Three Sisters,Aliite,NA,2024-10-24,11:30:00,-10.15134,161.92274,NA,fore_reef,windward,FALSE,NA,Molly Timmers,NA
SLB_2024_uvs_014,SLB_2024,uvs,Three Sisters,Finua-asi,NA,2024-10-25,11:30:00,-9.99499,161.98864,NA,fore_reef,windward,FALSE,NA,Molly Timmers,NA
SLB_2024_uvs_015,SLB_2024,uvs,Temotu,Tinakula,NA,2024-10-27,09:00:00,-10.37364,165.81299,SORI67,fore_reef,windward,FALSE,NA,Molly Timmers,NA
SLB_2024_uvs_016,SLB_2024,uvs,Temotu,Tinakula,NA,2024-10-27,11:30:00,-10.37573,165.79436,SORI69,fore_reef,leeward,FALSE,NA,Molly Timmers,NA
SLB_2024_uvs_017,SLB_2024,uvs,Temotu,Tinakula,NA,2024-10-27,15:30:00,-10.39909,165.79257,SORI68,fore_reef,leeward,FALSE,NA,Molly Timmers,NA
SLB_2024_uvs_018,SLB_2024,uvs,Temotu,Lata,Neo,2024-10-29,09:00:00,-10.65436,165.81376,NA,fore_reef,leeward,TRUE,"no take since 2019; however if someone from the community dies, they will allow the community to access the conservation site for fish.",Molly Timmers,NA
SLB_2024_uvs_019,SLB_2024,uvs,Temotu,Lata,Neo,2024-10-29,11:45:00,-10.6501,165.80566,NA,fore_reef,leeward,TRUE,NA,Molly Timmers,NA
SLB_2024_uvs_020,SLB_2024,uvs,Temotu,Lata,Malo,2024-10-30,08:30:00,-10.6764,165.79416,NA,fore_reef,leeward,FALSE,NA,Molly Timmers,NA
SLB_2024_uvs_021,SLB_2024,uvs,Temotu,Lata,Dai,2024-10-30,11:30:00,-10.70406,165.78257,NA,fore_reef,leeward,FALSE,NA,Molly Timmers,NA
SLB_2024_uvs_022,SLB_2024,uvs,Temotu,Lata,Minevi,2024-10-31,08:45:00,-10.67829,165.82613,NA,fore_reef,leeward,FALSE,NA,Molly Timmers,NA
SLB_2024_uvs_023,SLB_2024,uvs,Temotu,Lata,Wea,2024-10-31,11:30:00,-10.70096,165.8113,NA,fore_reef,leeward,FALSE,NA,Molly Timmers,NA
SLB_2024_uvs_024,SLB_2024,uvs,Temotu,Lata,Luova,2024-10-31,15:30:00,-10.7131,165.80366,NA,fore_reef,leeward,FALSE,NA,Molly Timmers,** note had to change the lat long listed as -10.700967 165.811265 because it was wrong. went on google earth and guestimated location based on remembrance of general area.
SLB_2024_uvs_025,SLB_2024,uvs,Temotu,Reef Islands,Pileni,2024-11-02,10:30:00,-10.19366,166.1919,SORI61,fore_reef,leeward,FALSE,NA,Molly Timmers,** relabeled as reefs as it was labeled as lata
SLB_2024_uvs_026,SLB_2024,uvs,Temotu,Reef Islands,Pileni,2024-11-02,13:00:00,-10.16431,166.24849,SORI64,fore_reef,leeward,FALSE,NA,Molly Timmers,NA
SLB_2024_uvs_027,SLB_2024,uvs,Temotu,Reef Islands,Nyie bol ne bika,2024-11-03,09:00:00,-10.19699,166.1116,SORI59,fore_reef,leeward,FALSE,NA,Molly Timmers,"the reef area is called nyie bol ne bika, understanding is that it is not formally assocaited with a community since there's no livable  island nearby but is rather a part of the collective reef islands."
SLB_2024_uvs_028,SLB_2024,uvs,Temotu,Reef Islands,Nyie bol ne bika,2024-11-03,11:30:00,-10.21676,166.07248,SORI62,fore_reef,leeward,FALSE,NA,Molly Timmers,"the reef area is called nyie bol ne bika, understanding is that it is not formally assocaited with a community since there's no livable  island nearby but is rather a part of the collective reef islands."
SLB_2024_uvs_029,SLB_2024,uvs,Temotu,Reef Islands,Ngalo,2024-11-04,08:30:00,-10.2933,166.2957,SORI53,fore_reef,leeward,TRUE,"since 2022, allows sharks fishing, plan to keep it in place for 5 years",Molly Timmers,mowhawk bay - mathew's community
SLB_2024_uvs_030,SLB_2024,uvs,Temotu,Reef Islands,Manuwa,2024-11-04,10:45:00,-10.28375,166.27215,SORI60,fore_reef,windward,FALSE,NA,Molly Timmers,NA
SLB_2024_uvs_031,SLB_2024,uvs,Temotu,Reef Islands,Tuo,2024-11-04,15:00:00,-10.26483,166.2589,NA,fore_reef,leeward,TRUE,No take since maybe 2022,Molly Timmers,NA
SLB_2024_uvs_032,SLB_2024,uvs,Temotu,Reef Islands,Matema,2024-11-06,10:30:00,-10.27899,166.16478,NA,fore_reef,leeward,TRUE,no take - rotational every two years,Molly Timmers,NA
SLB_2024_uvs_033,SLB_2024,uvs,Temotu,Reef Islands,Matema,2024-11-06,14:30:00,-10.28734,166.20035,NA,fore_reef,leeward,FALSE,NA,Molly Timmers,NA
SLB_2024_uvs_034,SLB_2024,uvs,Temotu,Nukapu,NA,2024-11-07,08:30:00,-10.0929,166.02512,NA,fore_reef,leeward,TRUE,no take since 2022,Molly Timmers,NA
SLB_2024_uvs_035,SLB_2024,uvs,Temotu,Nukapu,NA,2024-11-07,11:00:00,-10.07622,166.0389,NA,fore_reef,leeward,TRUE,no take since 2022,Molly Timmers,NA
SLB_2024_uvs_036,SLB_2024,uvs,Temotu,Nukapu,NA,2024-11-07,15:00:00,-10.09427,166.04914,NA,fore_reef,windward,TRUE,no take since 2022,Molly Timmers,** relabeled at nukapu rather than duffs;
SLB_2024_uvs_037,SLB_2024,uvs,Temotu,Duff Islands,NA,2024-11-09,09:20:00,-9.89384,167.19737,NA,fore_reef,windward,FALSE,NA,Molly Timmers,** note had to change the lat long listed as -10.094354 and 166.049046 because it was wrong. went on googleearth and plotted the sites from nov 9th and modified accordingly based on knowledge of general area where the site was located.
SLB_2024_uvs_038,SLB_2024,uvs,Temotu,Duff Islands,NA,2024-11-09,11:45:00,-9.86142,167.18273,NA,fore_reef,windward,FALSE,NA,Molly Timmers,NA
SLB_2024_uvs_039,SLB_2024,uvs,Temotu,Duff Islands,NA,2024-11-09,15:15:00,-9.89613,167.17158,NA,fore_reef,leeward,FALSE,NA,Molly Timmers,NA
SLB_2024_uvs_040,SLB_2024,uvs,Temotu,Duff Islands,NA,2024-11-10,09:20:00,-9.93156,167.24099,NA,fore_reef,leeward,FALSE,NA,Molly Timmers,NA
